ch_name,city,lat_and_lon
上海市静安区普善路239弄、,上海,"121.4574,31.259435"
上海市静安区芷江西路593弄、,上海,"121.455005,31.256652"
上海市静安区毛家弄26号、,上海,"121.452921,31.25711"
上海市静安区毛家弄4号、,上海,"121.45458,31.25854"
上海市静安区中华新路893弄、,上海,"121.456916,31.254875"
上海市静安区普善路铁路新村27号、,上海,"121.453572,31.256327"
上海市静安区普善路铁路新村17号、,上海,"121.454743,31.255907"
上海市静安区普善路铁路新村正29号、,上海,"121.453723,31.256307"
上海市静安区中华新路793弄、,上海,"121.457148,31.254598"
上海市静安区中华新路939弄、,上海,"121.455049,31.254744"
上海市静安区大统路938弄、,上海,"121.459152,31.254043"
上海市静安区江场西路1366弄、,上海,"121.425602,31.295417"
上海市静安区南京西路778号、,上海,"121.461684,31.231073"
上海市静安区光复路909号、,上海,"121.455882,31.239285"
上海市静安区普善路铁路新村21号、,上海,"121.452876,31.256196"
上海市静安区芷江西路678号、,上海,"121.455268,31.256381"
上海市静安区芷江西路521弄、,上海,"121.456554,31.257766"
上海市静安区新闸路1132号、,上海,"121.45453,31.233059"
上海市静安区康定东路3弄、,上海,"121.457884,31.237365"
上海市静安区灵石路737弄、,上海,"121.439083,31.284388"
上海市静安区普善路铁路新村12号、,上海,"121.454338,31.255786"
上海市静安区中山北路899弄、,上海,"121.455516,31.261153"
上海市静安区虬江路1488号、,上海,"121.464842,31.249116"
上海市静安区武定路44弄、,上海,"121.458412,31.237384"
上海市静安区永兴小马路70号、,上海,"121.464365,31.251356"
上海市静安区天目中路790号、,上海,"121.460472,31.245131"
上海市静安区平顺路790弄、,上海,"121.452853,31.317227"
上海市静安区汶水路556号、,上海,"121.43207,31.289192"
上海市静安区愚园路611弄。,上海,"121.437539,31.220807"
