ch_name,city,lat_and_lon
上海市黄浦区永年路149弄,上海,"121.479088,31.211543"
上海市黄浦区顺昌路560号,上海,"121.479409,31.211975"
上海市黄浦区丽园路873号,上海,"121.476114,31.206754"
上海市黄浦区丽园路857号,上海,"121.477111,31.206965"
上海市黄浦区徐家汇路388号,上海,"121.474148,31.209059"
上海市黄浦区瞿溪路1200弄34号,上海,"121.471172,31.196489"
上海市黄浦区滇池路119号,上海,"121.487299,31.239606"
上海市黄浦区制造局路567弄,上海,"121.485503,31.203569"
上海市黄浦区丽园路871号,上海,"121.476123,31.206884"
上海市黄浦区黄陂南路783号,上海,"121.477754,31.212375"
上海市黄浦区顺昌路612弄40号,上海,"121.479168,31.21116"
上海市黄浦区大吉路173弄,上海,"121.484122,31.214717"
上海市黄浦区中山南路1667号,上海,"121.494613,31.205158"
上海市黄浦区海潮路256弄,上海,"121.496824,31.20732"
上海市黄浦区中华路429弄,上海,"121.497727,31.218597"
上海市黄浦区西藏南路750号。,上海,"121.483989,31.215625"
