ch_name,city,lat_and_lon
上海市浦东新区永泰路630弄,上海,"121.516645,31.137249"
上海市浦东新区华夏东路1668弄,上海,"121.682303,31.197325"
上海市浦东新区鹤驰路99弄,上海,"121.594836,31.078988"
上海市浦东新区莱阳路451弄,上海,"121.582551,31.275762"
上海市浦东新区北艾路1765弄,上海,"121.521767,31.178552"
上海市浦东新区孙耀路128弄,上海,"121.633372,31.185159"
上海市浦东新区东波路58弄,上海,"121.576331,31.2838"
上海市浦东新区长元村沈家宅,上海,"121.645307,31.166853"
上海市浦东新区华夏东路860弄,上海,"121.666522,31.194693"
上海市浦东新区南门大街70弄,上海,"121.7573,31.044338"
上海市浦东新区下南路500弄,上海,"121.537641,31.171908"
上海市浦东新区果园银杏村,上海,"121.557347,31.202757"
上海市浦东新区微山新村,上海,"121.515364,31.20944"
上海市浦东新区栖山路1700弄,上海,"121.569424,31.259052"
上海市浦东新区三三公路5020弄,上海,"121.907389,30.953997"
上海市浦东新区拱为路2600弄,上海,"121.738148,31.054468"
上海市浦东新区博山东路440弄,上海,"121.567987,31.251915"
上海市浦东新区下南路339弄,上海,"121.54233,31.170473"
上海市浦东新区博山东路811弄,上海,"121.57588,31.259374"
上海市浦东新区和佳路105弄,上海,"121.511533,31.128766"
上海市浦东新区浦三路635弄,上海,"121.518278,31.189467"
上海市浦东新区乳山四村,上海,"121.520194,31.234"
上海市浦东新区浦东大道1585弄,上海,"121.540276,31.24537"
上海市浦东新区联勤村麦家宅,上海,"121.547802,31.164159"
上海市浦东新区下南路309弄,上海,"121.544307,31.169757"
上海市浦东新区鹏飞路411弄,上海,"121.555994,31.170662"
上海市浦东新区莲溪路1099弄,上海,"121.565621,31.172754"
上海市浦东新区北蔡镇顾家宅,上海,"121.554907,31.181773"
上海市浦东新区沪南路577弄,上海,"121.552544,31.189347"
上海市浦东新区莲园路8弄,上海,"121.542758,31.183858"
上海市浦东新区绿林路320弄,上海,"121.547916,31.16912"
上海市浦东新区联勤村李家宅,上海,"121.549804,31.161626"
