ch_name,city,lat_and_lon
上海市长宁区玉屏南路725号,上海,"121.40105,31.214778"
上海市长宁区愚园路1240弄,上海,"121.428271,31.218852"
上海市长宁区娄山关路988号,上海,"121.405088,31.215992"
上海市长宁区新华路569弄106支弄,上海,"121.420728,31.202467"
上海市长宁区天山西路350弄,上海,"121.367577,31.219014"
上海市长宁区绥宁路628号（公寓）,上海,"121.34707,31.2157"
上海市长宁区华山路1615号,上海,"121.434646,31.203472"
上海市长宁区金钟路333弄,上海,"121.361636,31.220112"
上海市长宁区昭化路518弄,上海,"121.421147,31.211064"
上海市长宁区金钟路255弄,上海,"121.365792,31.21922"
上海市长宁区新华路84弄,上海,"121.430738,31.202026"
上海市长宁区古北路181弄,上海,"121.399951,31.214445"
上海市长宁区金钟路68弄,上海,"121.369998,31.220469"
上海市长宁区东诸安浜路103号。,上海,"121.434387,31.21729"
