ch_name,city,lat_and_lon
上海市闵行区颛兴路639弄,上海,"121.392213,31.062911"
上海市闵行区颛兴路748弄,上海,"121.38537,31.065813"
上海市闵行区紫光路801弄,上海,"121.457895,31.013312"
上海市闵行区紫藤二村,上海,"121.411199,31.130667"
上海市闵行区报春路128弄,上海,"121.393261,31.126293"
上海市闵行区北翟路2000弄,上海,"121.331602,31.22557"
上海市闵行区曹家塘路399弄,上海,"121.44499,31.041107"
上海市闵行区昌林路430号,上海,"121.517578,31.064906"
上海市闵行区都会路3199弄,上海,"121.409387,31.084498"
上海市闵行区古龙路1065弄,上海,"121.384971,31.145018"
上海市闵行区航北路180弄,上海,"121.356674,31.174224"
上海市闵行区航华一村,上海,"121.35709,31.17723"
上海市闵行区鹤庆路560弄,上海,"121.409381,31.010572"
上海市闵行区虹梅南路3509弄,上海,"121.437744,31.083273"
上海市闵行区沪光路180弄,上海,"121.414225,31.079292"
上海市闵行区江川路680弄,上海,"121.4014,31.001661"
上海市闵行区金平路777弄,上海,"121.40832,31.02066"
上海市闵行区莲花南路1111弄,上海,"121.411665,31.106036"
上海市闵行区莲花南路431弄,上海,"121.408447,31.124162"
上海市闵行区龙茗路69弄,上海,"121.390292,31.123011"
上海市闵行区龙吴路5413弄,上海,"121.465131,31.046794"
上海市闵行区罗秀路1980弄,上海,"121.402347,31.129129"
上海市闵行区罗秀路1999弄,上海,"121.402708,31.127688"
上海市闵行区罗阳路258弄,上海,"121.412799,31.122475"
上海市闵行区马桥西街小区58弄,上海,"121.367278,31.028137"
上海市闵行区平南路61号,上海,"121.390673,31.151177"
上海市闵行区浦涛路505弄,上海,"121.537218,31.045873"
上海市闵行区沁春路168弄,上海,"121.379151,31.098987"
上海市闵行区青杉路417弄,上海,"121.362399,31.174884"
上海市闵行区上中西路1011弄,上海,"121.410062,31.129917"
上海市闵行区申滨路1058弄,上海,"121.308298,31.210731"
上海市闵行区申郑路18弄,上海,"121.311301,31.203563"
上海市闵行区莘朱路1365号,上海,"121.418215,31.119981"
上海市闵行区莘朱路820弄,上海,"121.391078,31.109922"
上海市闵行区疏影路758弄,上海,"121.367001,31.120281"
上海市闵行区曙建路51弄,上海,"121.421585,31.091434"
上海市闵行区水清路1000弄,上海,"121.377051,31.125456"
上海市闵行区吴中路405弄100支弄,上海,"121.416715,31.187848"
上海市闵行区向阳路350号,上海,"121.751176,31.046161"
上海市闵行区春申路2458弄,上海,"121.41462,31.112379"
上海市闵行区召楼路1706弄。,上海,"121.536964,31.06405"
